so_user_id,gh_user_id,label
1546453,652,0
1487071,653,1
1532104,653,0
476712,655,0
279481,656,0
676818,660,0
1271054,661,0
1085189,665,1
1513509,665,0
719548,671,0
1522065,671,1
1179855,675,0
1436545,675,1
1462546,682,0
478288,683,1
843432,683,0
849267,684,0
1239602,684,1
1004293,688,1
1465742,688,0
682134,693,0
81212,703,1
1554300,703,0
465974,708,1
969470,708,0
1211178,712,0
1526829,712,1
543034,714,0
1188479,717,1
1424247,717,0
269189,718,1
1259716,718,0
619640,720,1
1073050,720,0
423574,722,0
517424,722,1
857108,726,1
910882,726,0
303334,728,1
642600,728,0
432596,731,0
679981,731,1
14595,732,1
1107151,732,0
265266,737,1
1248868,737,0
1157480,738,0
299995,739,0
938907,739,1
75573,744,1
1510559,744,0
764377,745,1
1321911,745,0
144527,751,1
993765,751,0
420055,754,1
1293269,754,0
952549,757,0
1289738,757,1
239348,768,1
1287792,768,0
39934,770,0
498662,777,1
1275126,777,0
151343,779,0
1166321,779,1
828349,783,1
1218703,783,0
202244,785,1
566510,785,0
2048,786,1
1067338,786,0
766885,787,0
1140317,788,0
1523768,788,1
393634,794,1
856393,794,0
729612,803,0
1437741,803,1
1193481,807,1
1246576,807,0
155975,809,1
1021674,809,0
81903,815,0
818981,815,1
211992,816,0
1269026,816,1
3095,819,0
698746,819,1
615086,820,0
716867,820,1
520259,822,1
700871,822,0
521097,823,0
317507,829,0
1486251,829,1
148811,832,1
844638,832,0
137632,833,1
930719,833,0
72784,834,0
42153,836,1
576405,836,0
323578,837,1
1519635,837,0
325617,842,1
1139971,842,0
960129,843,0
46548,847,1
594794,847,0
513961,848,0
1027196,848,1
1264262,854,0
451062,856,1
511837,856,0
395223,859,1
1239678,859,0
1053489,862,0
580906,865,1
1083887,865,0
437284,870,0
641529,870,1
43729,871,1
683737,871,0
270572,873,1
952881,873,0
1191953,875,1
1212477,875,0
576550,878,1
943931,878,0
1338441,879,0
185657,880,0
957355,881,0
592375,882,0
360265,883,0
634415,883,1
543818,884,0
1155795,884,1
481932,885,0
987185,885,1
661080,887,0
1503918,887,1
358423,888,0
707055,892,0
110052,894,0
728666,894,1
468460,899,1
1201565,899,0
234233,907,1
463800,907,0
721836,908,0
915196,909,0
834111,910,0
1079549,914,0
1086127,915,0
414116,918,0
512722,921,1
1136583,921,0
937794,922,0
686644,926,1
782851,926,0
697079,936,0
853109,937,1
1279116,937,0
1128512,940,1
1137714,940,0
566597,942,0
1102088,945,0
1247179,945,1
717161,946,0
653447,947,0
886957,947,1
134675,949,0
1089104,952,0
1241728,953,1
1355799,953,0
577757,954,0
970165,955,0
1091415,955,1
569779,959,0
661630,959,1
2735,971,0
1559693,971,1
982190,976,0
197507,979,0
582754,980,1
719151,980,0
5412,982,0
531860,982,1
1254648,985,0
369671,986,0
387741,989,0
1072579,991,1
1499202,991,0
728230,1010,1
1374162,1010,0
382834,1012,0
427137,1012,1
802889,1022,1
861342,1022,0
788474,1023,1
1185907,1023,0
875776,1025,1
1411685,1025,0
512366,1026,0
689818,1026,1
414306,1032,1
856887,1032,0
134814,1035,1
815297,1035,0
877043,1045,0
1213602,1045,1
1277481,1049,0
679553,1055,0
5353,1057,1
1555382,1057,0
933395,1060,0
1229762,1060,1
935207,1061,0
1084700,1063,1
1321150,1063,0
66242,1066,1
279101,1066,0
1037767,1067,0
1144998,1067,1
164082,1072,0
1082986,1081,0
1246886,1081,1
153887,1082,0
746881,1082,1
545778,1090,0
901430,1097,0
500419,1104,0
363111,1106,0
412655,1106,1
281819,1107,1
1245019,1107,0
1047568,1108,1
1520641,1108,0
139922,1110,1
1258464,1110,0
477280,1125,0
858405,1135,0
25981,1138,0
1118584,1138,1
25213,1142,0
459497,1146,0
1034828,1146,1
313508,1152,0
340659,1155,0
165384,1156,1
759652,1156,0
1457940,1159,0
32963,1161,0
1545461,1161,1
250970,1167,0
227406,1179,1
1428535,1179,0
509028,1182,1
1358246,1182,0
453735,1184,1
1066042,1184,0
216357,1189,1
795960,1189,0
1228765,1195,1
1427924,1195,0
58359,1196,1
1279774,1196,0
702215,1202,0
1280048,1202,1
718150,1203,0
1307221,1203,1
62676,1208,0
347057,1208,1
526582,1208,1
1968,1209,1
975442,1209,0
916823,1211,0
667260,1220,0
150679,1233,1
1367350,1233,0
503406,1238,0
452081,1241,0
1097190,1241,1
304894,1251,1
1200091,1251,0
707967,1257,1
863678,1257,0
970076,1267,0
775104,1269,0
899470,1272,0
1115295,1272,1
230498,1273,0
176191,1274,1
1201682,1274,0
1247321,1275,0
183983,1280,1
1300120,1280,0
181144,1281,0
646832,1281,1
215779,1282,0
981142,1282,1
143383,1288,1
1145029,1288,0
1449119,1292,0
145434,1293,1
774301,1293,0
1091923,1294,0
494309,1296,0
502322,1308,0
1305306,1314,0
797573,1316,0
1076415,1316,1
242418,1319,0
776254,1320,1
797920,1320,0
1385941,1320,1
647698,1326,0
1389066,1329,0
655050,1333,0
300038,1335,0
892313,1336,1
1537274,1336,0
1109064,1338,1
1400364,1338,0
531544,1341,0
1104075,1341,1
332138,1353,0
757435,1353,1
218956,1359,0
489188,1360,0
1381531,1360,1
565929,1369,1
1112431,1369,0
433914,1376,0
1546675,1386,0
1413807,1387,0
401035,1388,1
1356797,1388,0
556731,1389,0
1253362,1389,1
848252,1393,0
1142282,1393,1
1142479,1400,1
1288922,1400,0
347039,1404,0
69721,1406,0
49561,1412,1
1470646,1412,0
583830,1415,1
942270,1415,0
64234,1419,0
891409,1425,1
1112774,1425,0
368821,1434,1
1514428,1434,0
256662,1438,1
1393344,1438,0
65148,1443,1
1066583,1443,0
692133,1448,1
948563,1448,0
429949,1450,0
1142331,1450,1
305288,1455,0
10753,1471,1
154129,1471,0
680858,1478,0
1194277,1479,0
150483,1480,1
1260889,1480,0
209852,1484,1
701649,1484,0
929450,1485,0
975915,1485,1
637917,1488,0
225215,1492,0
770019,1492,1
1035037,1493,1
1194581,1493,0
373324,1495,1
1561179,1495,0
1345068,1497,0
643928,1498,0
21699,1499,0
522083,1500,1
1377678,1500,0
99702,1501,0
413307,1505,0
523342,1506,1
1536732,1506,0
587047,1507,0
8965,1510,1
556319,1510,0
730325,1512,0
891012,1516,1
1415693,1516,0
470824,1517,1
1082928,1517,0
83761,1518,1
1445068,1518,0
1188636,1520,1
1370640,1520,0
558938,1521,1
874901,1521,0
1163924,1525,0
1485573,1526,0
719383,1528,1
1028624,1528,0
9296,1529,1
1315441,1529,0
778819,1535,0
1043741,1535,1
566612,1543,0
1080041,1543,1
775876,1544,0
779856,1544,1
73632,1546,1
750348,1546,0
210235,1551,0
1319939,1551,1
501250,1554,1
514925,1554,0
456990,1559,0
1039071,1559,1
1060563,1563,1
1338130,1563,0
339453,1565,1
459963,1565,0
105854,1579,1
968435,1579,0
805922,1580,0
833661,1580,1
830186,1581,0
495170,1582,0
296155,1584,1
1248127,1584,0
855442,1591,0
565073,1593,0
696414,1593,1
97437,1597,1
947719,1597,0
632768,1600,0
1069551,1600,1
995166,1601,0
160120,1604,1
1562364,1604,0
1501599,1606,0
401627,1608,0
1182254,1619,0
993292,1624,0
1178053,1624,1
330248,1630,1
470611,1630,1
1003271,1630,0
691949,1631,0
758735,1631,1
633115,1648,0
1366586,1649,0
1381190,1649,1
1009458,1661,0
212730,1668,0
591592,1680,0
1212852,1680,1
216676,1682,0
909878,1682,1
175346,1683,0
980833,1683,1
250021,1688,0
679937,1688,1
2898,1691,0
146253,1696,0
202158,1701,1
393286,1701,0
622791,1714,1
1056865,1714,0
447537,1717,1
732534,1717,0
139838,1732,0
894805,1733,0
1321951,1733,1
403517,1734,0
783547,1738,0
940249,1744,0
540178,1745,0
845065,1745,1
852586,1746,1
1194568,1746,0
336492,1749,0
843718,1755,0
125534,1756,1
1381686,1756,0
101080,1758,0
377108,1763,0
619640,1763,1
247648,1764,1
607887,1764,0
997552,1768,0
1174273,1772,0
1028139,1773,0
1039820,1776,0
1208650,1776,1
258011,1780,0
156810,1781,0
320051,1781,1
100284,1782,0
103289,1785,0
60910,1787,1
254533,1787,1
1392898,1787,0
749101,1791,1
1473450,1791,0
449149,1795,0
831954,1795,1
981836,1795,1
722194,1801,0
838719,1801,1
63286,1807,0
199217,1807,1
792483,1809,0
1330297,1813,1
1390049,1813,0
628016,1823,0
1425315,1823,1
303234,1847,1
415810,1847,0
655676,1848,1
1261945,1848,0
889777,1851,0
345364,1853,1
601931,1853,0
1048768,1854,1
1353934,1854,0
972374,1861,1
981449,1861,0
216229,1872,0
806817,1873,0
636265,1887,0
198415,1891,1
587244,1891,0
1084659,1892,1
1455024,1892,0
269080,1897,1
1260703,1897,0
476239,1904,0
642738,1905,0
530977,1908,0
540794,1908,1
1153490,1909,0
187393,1910,1
1189811,1910,0
1325608,1914,1
1499878,1914,0
915617,1916,0
1268357,1916,1
206529,1918,1
1226811,1918,0
1514781,1919,0
919978,1921,0
1320564,1921,1
965885,1924,1
1309660,1924,0
50468,1929,0
193825,1930,0
1329161,1934,0
898467,1937,0
1374597,1937,1
809827,1938,0
871886,1954,0
146015,1965,0
181966,1979,0
1438383,1986,0
429040,1992,1
702686,1992,0
1222656,1998,0
620479,2001,0
267888,2008,1
394668,2008,0
76957,2011,1
968745,2011,0
207845,2012,0
1141066,2012,1
577163,2016,0
338803,2020,1
490878,2020,0
616863,2021,0
310258,2022,0
1006264,2022,1
198130,2024,0
174463,2026,1
698564,2026,0
780088,2031,0
745479,2032,0
1128564,2041,0
236705,2044,0
452902,2044,1
168619,2047,0
1140121,2047,1
427854,2053,0
766923,2054,0
886969,2056,0
1024223,2057,0
105293,2068,0
257654,2073,0
524580,2079,0
307906,2081,0
1263577,2081,1
1173302,2094,1
1439054,2094,0
417519,2102,1
1546552,2102,0
939909,2104,0
438997,2105,1
1063802,2105,0
970691,2108,1
1029724,2108,0
1215240,2109,0
1001513,2111,1
1279885,2111,0
681359,2114,0
517994,2121,0
1126062,2121,1
228906,2122,0
636919,2122,1
833093,2123,1
1485974,2123,0
480852,2126,0
253367,2137,1
1319806,2137,0
844108,2143,0
68116,2150,0
705318,2151,1
788168,2151,0
549056,2154,0
723218,2156,0
1167626,2174,0
1476449,2180,0
1088223,2201,0
1203839,2201,1
874605,2202,0
816595,2207,1
1201907,2207,0
1337000,2208,0
213374,2214,0
506647,2214,1
542613,2217,0
41981,2218,0
784368,2221,1
1079790,2221,0
448967,2223,1
1443632,2223,0
1163935,2231,0
1154031,2235,0
1481463,2235,1
1251621,2240,0
478749,2243,0
214201,2245,0
700597,2245,1
547339,2248,0
162325,2256,1
1096491,2256,0
978714,2259,0
1065394,2259,1
357967,2261,1
377618,2261,1
782775,2261,0
78750,2262,0
671312,2266,0
1140222,2267,0
935996,2272,0
651007,2278,1
1363697,2278,0
376043,2282,0
723166,2287,1
1547249,2287,0
587783,2292,1
1546089,2292,0
130814,2298,1
681693,2298,0
910650,2301,1
1445426,2301,0
160983,2307,0
189190,2307,1
263518,2307,1
1166991,2307,1
1365882,2307,1
1429361,2307,1
545567,2315,1
1317928,2315,0
1377507,2317,0
1127047,2318,1
1198464,2318,0
990061,2324,0
76245,2325,0
613617,2326,1
1244387,2326,0
871782,2332,0
1204588,2332,1
248701,2333,1
1380748,2333,0
1374502,2334,1
1437214,2334,0
1243813,2335,0
1508673,2335,1
729421,2338,0
810530,2338,1
698509,2341,1
1302970,2341,0
721491,2343,1
1228643,2343,0
833108,2352,0
928800,2352,1
878078,2353,0
494165,2355,1
1129615,2355,0
48740,2358,1
996118,2358,0
15361,2359,0
700745,2361,0
437159,2365,0
384293,2370,0
777292,2375,0
719667,2380,0
576732,2383,1
1241422,2383,0
354844,2389,1
573060,2389,0
987537,2395,0
396793,2397,1
1023245,2397,0
1222881,2398,1
1269264,2398,0
146270,2400,1
1236479,2400,0
181269,2401,0
945935,2414,1
1315215,2414,0
542468,2417,1
1175974,2417,0
341025,2419,0
944476,2421,0
57934,2423,0
549917,2425,1
1311746,2425,0
993082,2429,1
1141022,2429,0
558313,2436,0
872321,2440,0
873122,2440,1
76370,2445,0
889857,2445,1
239558,2451,1
1166070,2451,0
398848,2454,0
1065474,2463,0
182793,2467,1
1172142,2467,0
473895,2470,1
806931,2470,0
140339,2481,0
145077,2488,1
820750,2488,0
74825,2496,0
887611,2497,0
1463667,2497,1
395353,2508,1
1336111,2508,0
198213,2509,0
767270,2509,1
402135,2511,0
1391239,2511,1
1002189,2512,1
1452508,2512,0
656812,2515,0
543446,2518,1
1453849,2518,0
1402930,2520,0
1536218,2520,1
842555,2528,1
1357264,2528,0
481715,2531,1
851466,2531,0
357470,2533,0
419297,2533,1
761847,2534,0
687783,2535,1
1382697,2535,0
122531,2537,1
204587,2537,0
207655,2538,1
757326,2538,0
1420648,2540,0
84609,2542,0
851064,2542,1
64306,2543,1
1563457,2543,0
209825,2545,1
747404,2545,0
57449,2548,1
979497,2548,0
1104300,2549,0
185925,2552,0
216304,2560,0
151673,2561,0
58332,2562,1
100516,2562,0
17123,2564,0
1083428,2564,1
659988,2565,0
710693,2572,1
1092983,2572,0
515902,2573,1
1295541,2573,0
440305,2574,0
809830,2575,0
562369,2577,0
442427,2579,1
1309405,2579,0
1171081,2582,0
539490,2585,1
1115008,2585,0
207119,2590,1
1028842,2590,0
599052,2591,0
365238,2592,1
819428,2592,0
471696,2596,1
924259,2596,0
288037,2607,0
381482,2608,0
444369,2610,0
518130,2612,0
289566,2617,0
291544,2617,1
1286464,2618,0
316596,2625,1
1478467,2625,0
675519,2633,0
1155048,2638,1
1454313,2638,0
350272,2639,1
1379852,2639,0
889064,2643,0
35250,2646,1
556157,2646,0
333166,2647,1
353946,2647,1
495494,2647,1
596570,2647,1
596647,2647,1
614268,2647,1
1206077,2647,0
450440,2650,0
391654,2652,0
374693,2653,1
1318898,2653,0
1104148,2660,0
727008,2661,0
931625,2661,1
168139,2663,1
1051360,2663,0
303203,2664,1
672706,2664,0
1002082,2667,0
584335,2668,1
1364547,2668,0
1904,2672,1
927578,2672,0
1091491,2680,0
1506457,2680,1
651066,2682,0
278687,2684,1
1376324,2684,0
449162,2685,1
537359,2685,0
1209689,2687,0
1213113,2687,1
279592,2698,0
831197,2698,1
582642,2705,0
772278,2705,1
510112,2712,1
965284,2712,0
938730,2714,0
135944,2724,1
1063236,2724,0
406680,2726,1
426293,2726,1
1391155,2726,0
330911,2729,1
1198851,2729,0
761059,2733,0
34442,2734,0
558393,2739,1
975823,2739,0
356323,2741,1
1054908,2741,0
96584,2744,1
763494,2744,0
130832,2745,1
1386390,2745,0
1087388,2746,0
1293417,2746,1
319024,2747,0
97026,2751,0
320399,2751,1
1438344,2763,0
376789,2773,0
682608,2777,0
1121089,2777,1
666371,2785,0
1381045,2786,0
224041,2789,0
342917,2789,1
1170055,2799,0
871530,2801,0
1436213,2801,1
258120,2802,1
858509,2802,0
308606,2805,1
745303,2805,0
423969,2808,1
858182,2808,0
133864,2809,1
543834,2809,0
1076885,2812,1
1453185,2812,0
244435,2813,0
257219,2822,0
584552,2823,1
814409,2823,0
324217,2833,0
549521,2833,1
667640,2836,1
1205615,2836,0
887607,2839,1
958014,2839,0
98383,2845,1
637719,2845,0
1121272,2848,0
1387230,2848,1
1122135,2854,1
1145367,2854,0
905268,2857,1
1159735,2857,1
1390653,2857,0
350964,2860,1
1232384,2860,0
1163698,2865,1
1326969,2865,0
465608,2867,0
769680,2867,1
66525,2871,0
1481355,2871,1
984939,2875,1
1168951,2875,0
434470,2878,1
1546175,2878,0
137848,2883,1
1365824,2883,0
1396543,2886,0
1079666,2892,0
206879,2893,1
627319,2893,0
1297092,2902,0
455508,2909,1
987212,2909,0
319952,2917,1
869504,2917,0
27860,2918,1
899772,2918,0
248862,2920,1
877164,2920,0
581849,2921,1
614264,2921,0
175858,2922,0
1467832,2929,0
1487169,2934,0
126953,2938,1
844207,2938,0
704604,2939,0
1034300,2939,1
612904,2945,0
1015871,2945,1
208874,2946,0
931252,2950,0
1362309,2958,0
342069,2959,1
952592,2959,0
29057,2960,0
935572,2960,1
147500,2965,0
817122,2966,0
529101,2967,1
708134,2967,0
1502000,2968,0
1509468,2968,1
364048,2969,1
376773,2969,1
968294,2969,0
857681,2970,0
31154,2973,1
1475250,2973,0
131658,2976,0
364015,2979,1
796237,2979,0
190494,2984,0
137780,2985,1
590694,2985,0
1314063,2986,0
541244,2987,1
1003680,2987,0
411495,2994,1
758960,2994,0
488909,3007,1
1484850,3007,0
71358,3010,0
1035037,3011,0
206802,3012,1
1343933,3012,0
460940,3013,0
706576,3013,1
901092,3021,1
1202734,3021,0
923504,3023,0
1541962,3023,1
243215,3033,1
989742,3033,0
1553083,3043,0
37702,3046,0
671897,3053,0
18548,3055,0
166029,3061,1
868354,3061,0
128986,3063,1
1228577,3063,0
1217982,3065,0
162773,3067,0
823360,3068,0
362612,3074,1
787704,3074,0
613696,3075,1
1124783,3075,0
1176231,3085,1
1210941,3085,0
696253,3090,0
578029,3097,1
1182406,3097,0
1026226,3100,0
1208658,3100,1
729252,3103,0
437229,3104,1
933364,3104,0
458304,3111,0
507302,3116,1
1047123,3116,0
1409836,3117,0
939454,3118,1
1486470,3118,0
213682,3124,1
932732,3124,0
638990,3127,0
63791,3129,1
1138036,3129,0
31671,3130,1
1101616,3130,0
93579,3135,1
266487,3135,0
987200,3136,0
537367,3139,0
911951,3139,1
35794,3145,1
1091184,3145,0
180960,3146,1
575235,3146,0
178551,3157,0
1326783,3157,1
1024645,3161,1
1499803,3161,0
810452,3162,0
1344589,3162,1
357182,3168,1
1006012,3168,0
423410,3170,1
899224,3170,0
646474,3171,0
1204843,3171,1
1052798,3172,0
167595,3173,1
508934,3173,0
720391,3176,1
1406869,3176,0
166625,3177,1
538489,3177,0
903506,3182,0
1236086,3182,1
1415781,3183,0
1424511,3183,1
330927,3185,1
834567,3185,0
533084,3187,0
639708,3187,1
577062,3193,0
35018,3197,0
341187,3201,1
1538011,3201,0
351319,3204,0
767580,3204,1
867697,3206,0
1525278,3206,1
1038388,3207,0
342500,3212,0
1130607,3212,1
4582,3213,0
165324,3218,1
446076,3218,0
1112850,3220,1
1133180,3220,0
1100804,3221,0
1232185,3221,1
653723,3224,0
568129,3229,0
1203851,3229,1
439315,3234,0
604505,3234,1
145396,3235,1
173198,3235,0
353253,3237,1
993192,3237,0
1126305,3238,0
1364186,3238,1
1255901,3240,0
1551442,3240,1
1533774,3242,0
452100,3246,1
1195550,3246,0
809675,3252,0
10515,3260,1
900691,3260,0
409889,3267,1
1153044,3267,0
792228,3268,1
1322000,3268,0
935334,3272,0
76045,3280,1
1300827,3280,0
216873,3283,0
996333,3288,0
1481632,3288,1
226389,3289,1
590536,3289,0
67184,3291,1
1358070,3291,0
561042,3294,0
129805,3295,1
569981,3295,0
1268079,3296,1
1376719,3296,0
375523,3298,1
1050392,3298,0
427708,3302,1
1322253,3302,0
21480,3304,1
1185195,3304,0
376803,3309,0
448903,3309,1
1208597,3325,0
1287889,3325,1
1129980,3328,1
1377663,3328,0
684134,3330,0
24824,3335,0
630736,3335,1
956716,3336,1
1201155,3336,0
816665,3337,0
1400167,3337,1
972246,3343,0
1240686,3343,1
125421,3344,1
1456299,3344,0
198956,3347,0
963337,3347,1
914775,3349,1
1143523,3349,0
496391,3351,1
1336703,3351,0
54829,3355,1
732591,3355,0
118824,3357,0
1124011,3366,0
138995,3376,0
503406,3376,1
1347325,3379,0
1171310,3380,0
1324630,3380,1
234318,3381,0
1420301,3382,0
213100,3387,0
1018221,3397,0
1504153,3397,1
566299,3399,0
548568,3406,1
1329305,3406,0
16824,3410,1
1297610,3410,0
176541,3413,1
830117,3413,0
727574,3414,1
979512,3414,0
226020,3415,1
821412,3415,0
200869,3421,1
838812,3421,0
869268,3426,1
989481,3426,0
518319,3427,1
841444,3427,0
2671,3428,1
379077,3428,0
65829,3431,1
991615,3431,0
665240,3432,0
476665,3434,0
1384,3435,1
1120448,3435,0
661191,3436,0
1189073,3436,1
804312,3455,1
1168125,3455,0
341306,3458,1
478663,3458,0
365736,3462,1
1219065,3462,0
434583,3465,1
1220537,3465,0
1086418,3467,0
362129,3468,1
839573,3468,0
289606,3470,0
574084,3470,1
268981,3472,1
441651,3472,0
93527,3475,0
547214,3475,1
449342,3477,1
1449740,3477,0
259661,3480,1
335274,3480,0
315990,3481,1
769543,3481,0
2300,3483,0
666083,3484,1
1528787,3484,0
1296830,3486,0
155332,3487,1
1301405,3487,0
538272,3489,0
720768,3489,1
830845,3497,1
1527842,3497,0
731693,3502,1
1055498,3502,0
360829,3507,1
1174976,3507,0
160621,3509,1
523789,3509,0
765265,3511,0
811708,3511,1
304981,3524,0
803926,3524,1
1251025,3524,1
59202,3525,1
1000445,3525,0
815875,3528,1
833785,3528,0
901453,3531,1
1541654,3531,0
304383,3544,1
701504,3544,0
1033798,3546,1
1214815,3546,0
762306,3551,1
986179,3551,1
1418440,3551,0
894956,3552,1
1291777,3552,0
801376,3553,0
53170,3554,1
1304975,3554,0
897735,3560,0
966649,3560,1
1086727,3564,0
1140478,3564,1
760536,3571,0
1187053,3574,0
256620,3585,1
411200,3585,0
843551,3586,1
846687,3586,0
70386,3590,0
883147,3590,1
237483,3596,0
802122,3596,1
191788,3603,1
1496615,3603,0
308759,3606,0
477967,3607,1
951319,3607,0
1143628,3609,1
1463848,3609,0
846701,3620,0
865948,3620,1
603615,3635,1
690970,3635,0
140328,3638,1
1227764,3638,0
27257,3639,0
411766,3642,0
90835,3645,1
545729,3645,0
222354,3648,0
413059,3648,1
454743,3649,1
1307663,3649,0
151153,3650,1
1491314,3650,0
1411701,3651,0
1530118,3651,1
582093,3652,0
1209457,3652,1
123897,3655,0
592664,3666,0
1008240,3669,0
1514339,3669,1
495482,3674,0
1110149,3677,0
1562592,3677,1
841340,3678,0
363625,3684,0
700257,3686,0
1519926,3686,1
457469,3693,1
1253785,3693,0
1238434,3694,1
1272190,3694,0
1177118,3695,1
1286833,3695,0
515525,3697,1
1398986,3697,0
1486689,3702,1
1488185,3702,0
1173871,3716,0
1540487,3721,0
1337674,3722,0
32168,3728,0
1167133,3728,1
1430290,3739,1
1521461,3739,0
115655,3745,0
918332,3746,0
1141041,3747,0
751970,3749,0
1187492,3749,1
1136764,3753,0
129893,3756,0
615693,3759,1
933652,3759,0
111027,3763,0
690827,3766,0
1526795,3772,0
810277,3774,1
914072,3774,0
458610,3775,1
1453419,3775,0
1075131,3776,0
1381128,3776,1
1162785,3777,1
1479053,3777,0
879532,3790,1
981744,3790,0
569527,3791,1
833444,3791,0
644131,3793,1
1338114,3793,0
1446644,3793,1
113507,3796,1
281306,3796,0
545827,3798,1
699495,3798,0
1042324,3802,1
1466725,3802,0
733508,3804,1
1519551,3804,0
176758,3806,0
